Age,Gender,HSC_P,SSC_P,Stream,Internships,CGPA,HistoryOfBacklogs,Placed
22,Male,94,72,Computer Science,1,8,0,1
23,Male,83,73,Electronics And Communication,0,7,0,0
21,Female,81,71,Information Technology,0,8,0,1
23,Male,95,71,Computer Science,1,6,0,0
23,Male,94,83,Civil,0,8,0,1
22,Male,91,81,Electronics And Communication,0,7,0,0
24,Male,81,68,Electronics And Communication,1,7,1,0
22,Male,83,75,Information Technology,0,6,0,0
24,Male,74,76,Civil,0,7,1,0
21,Male,78,76,Mechanical,0,8,1,1
22,Female,79,75,Electronics And Communication,1,6,1,0
22,Male,70,92,Civil,0,7,0,0
22,Male,93,66,Information Technology,1,6,0,0
24,Female,74,87,Electronics And Communication,1,7,1,1
24,Male,94,92,Computer Science,0,6,1,1
23,Female,76,69,Mechanical,1,7,0,0
22,Male,84,71,Electronics And Communication,1,8,0,1
20,Female,88,83,Mechanical,1,8,0,1
21,Male,92,90,Civil,0,7,0,0
20,Male,83,86,Mechanical,1,7,0,0
22,Male,80,93,Computer Science,0,7,0,0
21,Male,70,88,Computer Science,2,6,0,1
23,Male,82,92,Computer Science,1,8,0,1
20,Male,80,88,Electronics And Communication,1,8,1,1
22,Female,76,80,Computer Science,1,6,0,0
20,Male,81,85,Mechanical,0,8,0,1
21,Male,94,74,Electronics And Communication,0,7,0,0
22,Male,88,81,Electronics And Communication,0,8,0,1
21,Male,93,84,Mechanical,0,7,0,0
23,Male,76,92,Electronics And Communication,0,6,0,0
21,Male,76,84,Electrical,0,7,0,0
21,Male,73,92,Information Technology,1,6,0,0
20,Male,72,84,Mechanical,0,6,1,0
21,Male,77,69,Computer Science,1,6,0,0
24,Male,80,77,Mechanical,0,8,1,1
21,Male,88,91,Electrical,0,6,0,0
22,Male,94,90,Civil,0,7,0,0
24,Female,73,78,Information Technology,1,7,0,0
22,Male,76,83,Computer Science,1,6,0,0
21,Male,84,77,Information Technology,2,8,0,1
23,Male,86,87,Computer Science,2,8,0,1
24,Male,89,85,Information Technology,2,8,0,1
22,Male,82,86,Mechanical,0,8,0,1
21,Male,86,78,Computer Science,1,8,0,1
21,Female,77,69,Computer Science,0,7,1,0
23,Male,79,80,Computer Science,0,6,0,0
20,Male,76,79,Information Technology,0,7,1,0
23,Male,72,89,Computer Science,0,6,0,0
23,Male,73,90,Electrical,1,7,0,1
21,Female,72,88,Information Technology,1,6,0,0
21,Male,70,85,Information Technology,2,7,0,1
22,Male,95,79,Mechanical,1,7,1,0
24,Male,82,90,Mechanical,1,7,0,0
21,Male,76,94,Information Technology,1,7,0,0
21,Male,96,91,Civil,0,7,0,0
21,Female,93,67,Electronics And Communication,1,7,0,0
20,Male,71,87,Computer Science,0,7,0,0
24,Male,91,93,Computer Science,1,7,0,0
20,Male,86,78,Information Technology,0,6,0,0
20,Female,90,69,Electrical,1,7,1,1
20,Male,92,83,Information Technology,0,7,0,0
24,Male,75,78,Electrical,1,7,0,1
22,Male,78,93,Electronics And Communication,1,8,1,1
23,Female,78,87,Information Technology,0,7,0,0
20,Male,72,68,Electronics And Communication,2,7,0,1
22,Male,73,77,Computer Science,0,6,0,0
21,Male,72,84,Electronics And Communication,0,8,0,1
21,Male,91,82,Computer Science,0,6,0,0
22,Male,96,85,Information Technology,0,8,1,1
22,Male,77,88,Computer Science,0,6,0,0
22,Male,71,66,Mechanical,0,6,0,0
22,Male,90,94,Information Technology,2,6,0,1
21,Male,88,79,Information Technology,1,7,0,0
22,Female,83,88,Electrical,0,8,0,1
23,Female,74,75,Electrical,0,6,0,0
24,Male,81,89,Electronics And Communication,0,6,0,1
24,Male,91,82,Civil,1,6,0,1
21,Female,90,79,Electrical,1,8,1,1
22,Female,79,66,Mechanical,1,6,0,0
20,Male,84,87,Information Technology,2,8,0,1
23,Male,83,69,Information Technology,0,8,0,1
21,Female,94,77,Computer Science,1,6,0,0
21,Male,79,75,Computer Science,0,6,0,0
21,Male,95,85,Information Technology,1,8,0,1
23,Male,80,83,Mechanical,1,8,0,1
22,Male,77,68,Electronics And Communication,0,7,0,0
23,Male,89,88,Information Technology,0,7,0,0
23,Male,79,90,Information Technology,2,6,0,1
20,Male,74,72,Mechanical,0,8,0,1
20,Male,76,92,Information Technology,0,8,0,1
22,Male,77,66,Computer Science,2,8,1,1
22,Male,79,86,Information Technology,1,7,0,1
21,Male,86,90,Information Technology,0,7,0,1
20,Male,73,76,Computer Science,1,8,0,1
20,Male,85,84,Electrical,2,7,0,1
21,Male,94,86,Information Technology,0,7,0,0
19,Female,86,80,Information Technology,1,8,1,1
19,Male,83,73,Electrical,1,8,0,1
21,Male,92,83,Computer Science,1,7,0,1
19,Male,79,81,Computer Science,0,7,0,1
20,Female,86,74,Computer Science,0,8,0,1
19,Male,78,91,Electrical,0,8,0,1
21,Female,79,72,Civil,1,8,1,1
21,Female,84,88,Computer Science,1,8,0,1
22,Male,73,69,Information Technology,0,7,0,0
20,Male,75,72,Electronics And Communication,0,8,0,1
22,Male,87,73,Electronics And Communication,1,7,0,0
21,Male,93,80,Computer Science,0,8,0,1
22,Male,94,80,Computer Science,0,7,0,0
21,Male,93,79,Computer Science,1,8,0,1
20,Male,95,66,Information Technology,1,8,0,1
22,Female,73,78,Mechanical,1,8,0,1
22,Female,79,76,Computer Science,0,8,0,1
21,Male,70,67,Electrical,0,8,0,1
22,Male,74,68,Mechanical,0,8,0,1
22,Female,91,87,Computer Science,1,7,0,1
19,Male,85,91,Computer Science,1,7,1,1
22,Male,71,78,Computer Science,0,8,1,1
22,Male,85,93,Computer Science,3,7,0,0
21,Male,89,69,Information Technology,0,7,0,0
22,Male,84,66,Information Technology,0,7,0,0
21,Male,76,67,Civil,1,7,0,0
20,Female,83,91,Information Technology,1,8,0,1
19,Male,96,71,Information Technology,0,8,0,1
21,Male,83,71,Electronics And Communication,1,8,1,1
21,Male,73,72,Information Technology,2,7,1,0
19,Male,85,74,Computer Science,1,8,0,1
22,Female,89,83,Computer Science,1,8,1,1
21,Male,92,90,Computer Science,1,8,0,1
19,Male,77,68,Electrical,1,8,1,1
19,Female,73,74,Electronics And Communication,1,7,0,1
21,Male,74,94,Electrical,0,8,0,1
20,Male,71,82,Computer Science,0,7,1,0
20,Male,95,78,Computer Science,1,7,0,0
22,Male,73,71,Mechanical,3,7,1,0
22,Male,87,71,Electronics And Communication,0,7,0,0
20,Female,94,79,Information Technology,1,7,0,1
20,Male,84,86,Information Technology,0,7,1,1
22,Female,94,84,Computer Science,3,8,0,1
22,Male,91,69,Electronics And Communication,2,8,0,1
19,Female,71,76,Civil,1,8,0,1
22,Male,77,93,Electronics And Communication,1,8,1,1
22,Male,74,90,Information Technology,0,8,1,1
20,Male,79,85,Mechanical,1,8,0,1
20,Male,72,86,Information Technology,1,8,1,1
20,Male,96,90,Mechanical,1,7,1,0
22,Female,92,68,Computer Science,1,7,0,0
20,Male,94,84,Computer Science,1,8,0,1
19,Male,76,90,Civil,1,7,0,0
21,Male,92,88,Civil,0,7,0,0
19,Male,86,75,Computer Science,2,7,0,1
22,Male,96,88,Electrical,0,7,0,0
19,Male,84,83,Electronics And Communication,0,8,0,1
19,Male,73,85,Civil,0,7,0,0
21,Male,96,86,Information Technology,0,8,0,1
19,Male,70,69,Civil,0,8,1,1
22,Male,72,76,Computer Science,1,8,0,1
20,Male,83,66,Computer Science,1,7,0,0
22,Male,84,75,Computer Science,0,7,0,0
21,Male,81,78,Information Technology,1,8,0,1
20,Male,96,90,Information Technology,1,8,0,1
19,Male,72,85,Mechanical,1,8,0,1
20,Male,89,78,Civil,1,8,0,1
21,Male,73,83,Computer Science,0,7,0,0
22,Male,79,76,Information Technology,0,8,0,1
20,Female,82,82,Computer Science,1,8,0,1
19,Male,71,89,Information Technology,1,7,0,0
21,Male,93,83,Computer Science,1,8,0,1
20,Male,80,93,Electronics And Communication,0,8,0,1
21,Male,94,84,Computer Science,1,8,0,1
20,Male,82,73,Mechanical,0,8,1,1
21,Male,89,79,Electrical,0,7,0,0
20,Male,77,67,Computer Science,2,8,0,1
21,Male,75,73,Computer Science,1,7,1,0
22,Male,91,89,Computer Science,0,8,0,1
19,Male,91,88,Electronics And Communication,0,8,0,1
19,Male,87,78,Civil,0,7,0,0
21,Male,91,80,Information Technology,0,7,0,0
21,Male,91,86,Mechanical,1,8,0,1
19,Male,96,82,Computer Science,0,8,0,1
22,Male,85,85,Computer Science,2,7,0,0
20,Male,82,86,Computer Science,1,7,0,0
22,Male,81,80,Information Technology,1,7,0,0
21,Male,71,72,Mechanical,0,8,0,1
19,Male,81,92,Electronics And Communication,0,8,0,1
20,Male,89,94,Information Technology,1,7,0,0
22,Male,80,93,Information Technology,1,8,0,1
20,Male,89,82,Computer Science,0,8,0,1
19,Male,78,74,Computer Science,1,7,0,0
21,Male,76,94,Electronics And Communication,0,7,0,1
19,Male,77,76,Electronics And Communication,0,8,0,1
21,Male,83,81,Electrical,1,8,0,1
19,Male,70,88,Computer Science,0,8,0,1
19,Male,79,83,Computer Science,1,8,0,1
22,Male,96,66,Computer Science,0,7,0,0
21,Female,91,90,Electronics And Communication,0,8,0,1
19,Male,76,92,Computer Science,2,8,0,1
19,Male,96,80,Electronics And Communication,0,7,0,1
19,Male,85,78,Electrical,0,6,0,0
20,Male,84,79,Mechanical,0,8,0,1
21,Male,88,75,Electrical,1,7,1,1
20,Male,82,79,Computer Science,0,8,1,1
22,Male,96,80,Computer Science,0,6,0,0
19,Male,79,80,Computer Science,0,7,0,0
20,Male,90,69,Electrical,0,8,1,1
22,Female,81,84,Electrical,0,6,0,0
22,Male,82,68,Information Technology,1,6,0,0
21,Male,85,88,Electronics And Communication,0,6,1,0
20,Male,85,81,Computer Science,0,7,1,0
20,Male,86,69,Information Technology,1,7,0,0
21,Male,76,86,Information Technology,0,8,0,1
21,Male,77,81,Computer Science,1,8,0,1
19,Male,77,74,Civil,1,7,1,0
19,Male,85,88,Computer Science,0,8,0,1
19,Male,86,83,Electrical,1,6,0,0
22,Male,75,81,Electronics And Communication,0,7,0,0
22,Male,74,79,Electronics And Communication,0,6,0,0
22,Male,71,92,Electronics And Communication,1,8,1,1
22,Male,94,74,Computer Science,1,7,0,0
19,Male,77,68,Mechanical,2,8,0,1
20,Male,94,71,Computer Science,0,6,1,0
22,Female,80,82,Mechanical,1,6,0,0
21,Male,78,74,Information Technology,0,6,1,0
22,Male,88,69,Electronics And Communication,3,6,0,1
20,Male,72,68,Computer Science,0,7,0,0
20,Male,83,91,Information Technology,0,6,0,0
20,Male,78,86,Information Technology,1,8,0,1
21,Male,92,84,Civil,0,7,0,0
20,Male,74,70,Computer Science,2,7,0,1
20,Male,92,70,Electrical,1,6,0,0
19,Male,73,67,Electrical,2,6,1,0
19,Male,74,82,Civil,2,6,0,1
22,Male,71,80,Computer Science,1,8,0,1
22,Female,79,69,Electrical,0,7,1,0
19,Male,89,72,Computer Science,0,6,0,0
22,Male,93,79,Mechanical,2,7,0,0
20,Male,91,73,Computer Science,1,6,0,0
21,Male,93,67,Electrical,1,7,0,1
20,Male,73,85,Mechanical,0,8,0,1
22,Male,82,69,Computer Science,1,7,0,0
19,Male,81,70,Information Technology,1,8,0,1
22,Male,92,69,Information Technology,0,6,0,0
19,Male,91,88,Electronics And Communication,2,8,0,1
19,Male,73,94,Mechanical,0,6,1,0
21,Male,87,77,Information Technology,0,8,0,1
21,Male,77,84,Information Technology,1,6,0,0
21,Male,86,82,Electronics And Communication,2,8,1,1
19,Male,84,66,Information Technology,1,7,0,0
21,Male,70,75,Computer Science,0,8,0,1
20,Male,74,86,Electrical,0,8,0,1
20,Male,79,85,Information Technology,0,6,0,0
20,Male,89,86,Electronics And Communication,2,6,0,1
21,Male,93,94,Electrical,1,8,0,1
22,Male,81,80,Electrical,0,7,0,0
21,Male,73,85,Information Technology,2,7,1,0
21,Male,86,73,Information Technology,2,6,0,1
20,Male,79,91,Mechanical,0,6,0,0
21,Male,89,81,Electrical,0,7,0,0
22,Male,84,93,Information Technology,2,6,0,1
21,Female,71,70,Computer Science,0,8,0,1
21,Male,76,83,Electronics And Communication,0,8,0,1
19,Male,74,77,Computer Science,2,7,1,0
20,Female,95,80,Electrical,0,8,1,1
19,Male,82,67,Electrical,0,8,0,1
19,Male,96,75,Information Technology,3,7,0,1
21,Female,93,92,Computer Science,0,6,1,0
21,Male,93,88,Computer Science,2,6,0,1
22,Male,72,81,Computer Science,2,8,0,1
20,Male,76,76,Electrical,1,7,0,1
19,Male,80,83,Mechanical,0,6,0,0
20,Male,81,89,Electrical,0,6,1,0
19,Male,84,66,Civil,0,8,0,1
19,Male,80,87,Computer Science,1,6,0,0
21,Male,77,89,Computer Science,0,8,1,1
22,Male,96,88,Civil,1,7,0,0
22,Male,73,93,Information Technology,0,6,1,0
21,Male,93,72,Civil,1,6,0,0
21,Female,84,68,Computer Science,2,7,0,1
20,Male,78,82,Electronics And Communication,1,7,0,1
19,Male,71,77,Electronics And Communication,0,6,0,0
20,Male,80,90,Mechanical,0,8,1,1
20,Female,76,93,Information Technology,1,8,0,1
21,Male,91,85,Computer Science,0,6,0,0
20,Male,83,84,Information Technology,1,7,0,0
22,Male,84,83,Computer Science,2,7,0,0
21,Male,90,86,Electronics And Communication,1,8,1,1
19,Male,93,74,Computer Science,1,7,0,0
20,Male,72,76,Information Technology,2,7,0,1
19,Male,75,87,Information Technology,1,8,0,1
21,Male,89,84,Information Technology,1,9,1,1
19,Male,85,77,Information Technology,0,6,1,0
19,Male,86,74,Computer Science,1,9,0,1
19,Male,86,87,Civil,0,7,0,0
20,Female,94,85,Computer Science,1,6,1,1
20,Male,92,75,Information Technology,0,6,0,0
19,Male,87,93,Electronics And Communication,0,8,0,1
19,Male,93,76,Electronics And Communication,0,7,0,0
21,Male,74,73,Computer Science,0,5,1,0
21,Male,80,89,Electrical,0,7,0,0
19,Male,86,89,Mechanical,0,9,1,1
19,Male,78,69,Electronics And Communication,2,8,1,1
19,Male,78,88,Electronics And Communication,0,9,0,1
20,Male,71,75,Computer Science,3,6,0,1
22,Male,94,89,Information Technology,1,6,0,1
22,Male,75,68,Computer Science,1,9,0,1
21,Male,86,78,Computer Science,1,7,1,1
21,Female,91,66,Information Technology,1,5,0,0
22,Male,73,86,Electrical,0,5,0,0
19,Male,86,70,Mechanical,1,5,0,0
22,Male,81,93,Mechanical,0,5,0,0
21,Male,91,84,Electronics And Communication,0,9,0,1
19,Male,91,79,Computer Science,0,8,0,1
21,Male,90,68,Electrical,1,5,0,0
20,Male,78,88,Electrical,0,5,0,0
21,Female,71,94,Civil,1,8,0,1
20,Male,81,80,Computer Science,0,8,1,1
22,Male,72,81,Information Technology,2,5,0,0
20,Male,83,70,Mechanical,0,6,0,0
19,Male,83,79,Computer Science,0,9,1,1
22,Male,95,67,Civil,1,7,0,0
22,Male,96,89,Electronics And Communication,0,5,0,0
19,Male,76,73,Information Technology,0,9,1,1
19,Male,79,83,Mechanical,0,6,0,1
22,Male,78,82,Information Technology,1,9,1,1
21,Male,90,82,Electronics And Communication,1,7,1,1
19,Male,96,68,Electrical,0,5,0,0
21,Male,79,68,Computer Science,1,8,0,1
22,Male,82,77,Computer Science,1,6,0,1
19,Male,70,86,Electronics And Communication,1,8,1,1
22,Male,96,70,Electronics And Communication,1,9,1,1
22,Male,87,72,Computer Science,0,6,0,1
22,Female,87,80,Computer Science,0,9,0,1
19,Male,70,83,Information Technology,1,6,0,1
20,Male,92,92,Mechanical,1,9,0,1
21,Male,84,77,Computer Science,0,9,0,1
19,Male,76,87,Information Technology,2,8,0,1
21,Male,84,73,Electrical,1,9,0,1
20,Male,80,72,Civil,0,8,0,1
19,Male,92,73,Computer Science,1,7,0,1
20,Male,91,87,Information Technology,0,8,0,1
20,Male,72,81,Computer Science,0,5,0,0
19,Female,92,93,Electrical,3,9,1,1
20,Male,96,72,Information Technology,1,7,0,1
22,Male,79,70,Civil,0,9,0,1
20,Male,91,83,Mechanical,0,7,1,1
21,Male,80,93,Information Technology,0,7,0,0
20,Male,73,78,Computer Science,1,8,0,1
21,Male,91,82,Information Technology,1,8,0,1
21,Male,82,87,Civil,0,6,0,0
19,Male,74,83,Mechanical,0,7,0,0
22,Male,83,76,Electrical,0,8,0,1
22,Male,96,83,Computer Science,1,9,0,1
20,Female,90,89,Civil,1,9,0,1
21,Male,95,73,Mechanical,0,6,0,1
20,Male,77,94,Computer Science,2,7,1,1
21,Male,76,85,Computer Science,0,5,0,0
21,Female,79,93,Electronics And Communication,0,7,0,0
21,Male,73,82,Information Technology,0,6,0,0
22,Male,76,75,Information Technology,1,5,0,0
19,Male,76,76,Information Technology,1,9,0,1
19,Male,92,70,Mechanical,3,7,0,1
21,Male,90,75,Electrical,0,5,0,0
20,Female,83,79,Computer Science,0,9,1,1
21,Male,76,89,Computer Science,1,6,0,1
22,Male,70,91,Information Technology,1,5,0,0
21,Male,85,76,Electronics And Communication,0,7,0,0
21,Male,74,67,Information Technology,3,9,0,1
22,Male,70,74,Mechanical,0,5,0,0
21,Male,88,66,Computer Science,2,7,0,0
20,Male,83,93,Information Technology,3,9,0,1
22,Male,90,87,Mechanical,0,8,0,1
19,Male,83,67,Electronics And Communication,1,6,1,1
20,Male,85,90,Mechanical,1,9,0,1
20,Male,88,90,Civil,2,9,0,1
21,Male,90,68,Mechanical,1,8,0,1
22,Male,95,70,Electronics And Communication,1,7,1,1
22,Female,70,91,Computer Science,1,6,0,0
20,Male,93,80,Computer Science,0,6,0,0
19,Female,72,92,Information Technology,1,8,0,1
19,Male,87,75,Information Technology,1,7,0,0
21,Male,85,73,Computer Science,1,6,0,0
21,Female,85,82,Electrical,0,7,1,0
20,Male,78,83,Computer Science,1,8,0,1
21,Male,88,80,Civil,1,6,0,0
20,Male,95,90,Electronics And Communication,1,6,0,0
19,Male,79,83,Information Technology,2,6,0,1
21,Male,77,84,Mechanical,1,6,1,0
19,Male,83,69,Electrical,0,7,0,0
19,Male,79,70,Information Technology,0,8,0,1
21,Male,70,69,Civil,0,7,0,0
21,Female,83,91,Information Technology,1,7,0,1
19,Male,72,93,Mechanical,0,7,0,0
21,Male,95,69,Information Technology,2,7,0,1
20,Male,74,72,Electrical,0,6,0,0
19,Male,81,73,Computer Science,1,6,0,1
20,Female,71,81,Computer Science,0,7,1,1
19,Female,75,75,Computer Science,1,7,0,1
19,Male,73,74,Electrical,0,6,1,0
19,Male,79,90,Electronics And Communication,0,7,0,1
19,Male,87,69,Electrical,0,7,0,0
20,Male,96,89,Computer Science,0,6,1,1
21,Female,73,83,Computer Science,1,8,0,1
19,Male,82,83,Mechanical,0,6,0,0
19,Male,74,72,Computer Science,2,8,0,1
20,Male,96,90,Computer Science,0,7,0,0
20,Male,95,66,Electrical,1,6,0,1
22,Female,72,93,Computer Science,3,6,0,1
21,Male,95,86,Electrical,0,7,0,0
20,Male,91,88,Computer Science,0,8,1,1
19,Male,85,66,Information Technology,2,8,0,1
22,Male,91,89,Electronics And Communication,1,6,0,0
22,Male,93,92,Information Technology,0,7,0,1
20,Male,92,83,Mechanical,0,6,1,0
20,Male,73,78,Mechanical,0,7,0,0
21,Male,88,89,Computer Science,0,8,0,1
22,Male,77,74,Civil,0,8,0,1
22,Male,75,76,Computer Science,1,8,0,1
19,Male,81,67,Civil,1,6,0,0
22,Male,73,75,Electrical,0,8,0,1
21,Male,74,86,Electronics And Communication,0,6,0,0
20,Male,94,75,Electrical,0,6,0,0
20,Male,85,86,Electronics And Communication,1,8,0,1
22,Male,85,79,Computer Science,1,6,0,1
19,Male,76,91,Computer Science,0,8,0,1
19,Male,84,90,Mechanical,0,8,1,1
20,Male,83,80,Information Technology,1,6,1,0
19,Female,96,92,Information Technology,1,6,0,0
21,Male,89,69,Electrical,0,6,0,0
21,Female,74,85,Mechanical,1,6,0,0
22,Male,76,66,Mechanical,0,8,0,1
21,Male,72,89,Computer Science,1,8,0,1
19,Female,87,93,Electronics And Communication,1,8,1,1
19,Male,88,72,Electronics And Communication,0,7,0,1
21,Male,82,81,Electronics And Communication,0,8,0,1
21,Male,71,91,Civil,1,6,0,0
19,Male,90,68,Mechanical,1,8,1,1
20,Male,90,72,Electronics And Communication,1,7,0,1
19,Male,75,68,Mechanical,0,7,0,0
19,Male,70,86,Civil,0,8,1,1
19,Male,95,86,Mechanical,0,7,0,0
19,Male,76,68,Information Technology,0,6,0,0
19,Male,90,85,Electrical,2,7,0,1
20,Female,74,71,Computer Science,0,7,0,0
22,Female,73,73,Civil,1,6,0,0
19,Male,91,84,Civil,1,6,0,1
20,Male,92,91,Computer Science,1,7,0,1
22,Male,73,81,Information Technology,1,6,0,1
19,Male,92,85,Computer Science,0,7,1,1
19,Female,71,72,Electrical,0,7,0,0
22,Male,74,73,Computer Science,1,7,0,0
21,Male,93,92,Civil,0,8,0,1
20,Male,78,84,Civil,1,8,0,1
21,Male,73,72,Electronics And Communication,2,8,0,1
20,Female,83,79,Computer Science,0,6,1,0
21,Male,91,87,Electrical,1,7,0,1
22,Male,71,71,Computer Science,1,7,0,0
22,Female,96,89,Information Technology,3,6,1,0
20,Male,78,84,Computer Science,2,7,0,1
20,Male,70,83,Computer Science,2,6,0,1
19,Male,78,66,Mechanical,1,6,1,0
22,Male,72,90,Information Technology,1,8,0,1
22,Male,90,94,Mechanical,0,8,0,1
22,Female,76,82,Electronics And Communication,1,7,0,0
20,Male,92,71,Electrical,0,8,1,1
21,Male,82,74,Information Technology,1,8,0,1
21,Male,76,80,Computer Science,0,6,0,0
21,Male,96,67,Information Technology,0,6,0,0
21,Male,77,89,Information Technology,0,8,0,1
20,Female,86,85,Civil,1,6,1,0
19,Male,78,68,Information Technology,0,7,0,0
20,Female,73,69,Information Technology,0,6,0,0
22,Male,83,69,Mechanical,1,8,0,1
22,Female,96,75,Electrical,0,7,0,0
21,Male,82,78,Information Technology,1,7,0,0
19,Female,73,66,Electrical,1,7,0,1
19,Female,79,78,Electronics And Communication,0,6,0,0
19,Male,70,92,Information Technology,1,7,0,0
20,Female,77,90,Computer Science,1,8,0,1
20,Male,96,85,Information Technology,1,7,0,0
22,Female,83,69,Electronics And Communication,1,7,0,0
20,Male,83,86,Civil,0,7,0,0
20,Male,89,80,Electronics And Communication,1,6,0,0
21,Female,77,78,Information Technology,0,6,0,0
21,Male,82,76,Information Technology,0,7,0,0
20,Female,81,70,Electronics And Communication,0,7,0,1
19,Male,92,91,Electrical,2,7,1,1
21,Male,94,87,Information Technology,0,8,0,1
21,Male,73,67,Computer Science,1,6,0,0
20,Male,87,82,Civil,0,8,0,1
22,Male,71,78,Civil,1,7,0,0
20,Male,75,70,Information Technology,0,6,0,0
19,Male,95,82,Electrical,0,6,0,0
22,Male,71,83,Civil,0,7,0,0
21,Male,89,92,Civil,0,7,0,0
22,Male,92,71,Information Technology,0,7,0,0
19,Male,89,74,Electrical,0,8,0,1
21,Male,96,74,Information Technology,1,8,0,1
21,Male,82,94,Electronics And Communication,1,7,1,1
22,Female,82,94,Computer Science,2,8,0,1
22,Male,70,70,Computer Science,0,8,0,1
19,Male,86,90,Electrical,1,7,1,1
20,Male,90,78,Computer Science,1,7,0,0
20,Male,70,77,Electronics And Communication,1,6,0,0
19,Male,71,66,Civil,1,8,0,1
22,Male,70,75,Computer Science,0,6,0,0
20,Male,70,75,Electronics And Communication,0,6,0,0
22,Male,83,80,Mechanical,0,6,0,0
21,Male,88,70,Information Technology,0,7,0,0
21,Female,88,73,Electronics And Communication,0,7,0,0
20,Male,84,74,Electronics And Communication,0,8,1,1
20,Female,76,91,Electronics And Communication,2,8,0,1
22,Female,85,85,Computer Science,1,7,0,0
22,Female,83,91,Mechanical,1,6,0,0
19,Male,85,72,Electronics And Communication,0,7,0,0
22,Female,86,81,Electronics And Communication,0,8,0,1
19,Male,88,69,Electrical,1,6,0,0
20,Male,79,90,Computer Science,2,7,0,1
19,Female,82,71,Computer Science,1,7,0,0
21,Male,84,80,Mechanical,0,8,0,1
22,Male,79,89,Computer Science,1,6,0,0
19,Male,77,73,Mechanical,1,6,0,0
20,Male,81,89,Electrical,0,6,0,0
29,Female,87,93,Mechanical,1,8,0,1
20,Male,93,74,Information Technology,1,6,0,0
20,Male,77,84,Information Technology,0,6,0,0
20,Male,96,74,Information Technology,1,6,0,0
20,Male,96,91,Electronics And Communication,0,6,0,0
22,Male,94,70,Civil,1,8,0,1
19,Male,95,88,Computer Science,0,6,0,0
20,Male,93,84,Electronics And Communication,1,6,0,0
19,Male,86,85,Information Technology,0,7,0,0
20,Male,92,82,Electrical,0,6,0,0
19,Female,74,70,Computer Science,0,8,0,1
20,Male,93,81,Information Technology,0,8,1,1
19,Male,85,81,Information Technology,2,7,0,1
22,Female,79,93,Civil,1,6,0,0
22,Male,87,94,Civil,1,6,0,0
19,Male,81,84,Electrical,0,8,0,1
21,Male,88,94,Electrical,0,8,0,1
22,Female,77,66,Information Technology,0,6,0,0
20,Male,76,68,Electronics And Communication,1,7,0,0
21,Male,86,83,Computer Science,2,7,0,1
19,Male,79,74,Information Technology,2,8,0,1
22,Female,80,76,Information Technology,1,7,0,0
21,Male,72,84,Electronics And Communication,0,7,0,1
19,Male,82,70,Information Technology,1,8,0,1
21,Male,90,86,Computer Science,1,6,0,0
21,Male,94,76,Electronics And Communication,1,8,1,1
21,Male,89,72,Computer Science,0,7,1,0
20,Male,81,89,Civil,0,7,0,0
21,Female,80,74,Information Technology,0,8,0,1
20,Male,85,80,Computer Science,0,6,0,0
19,Female,79,86,Electrical,1,7,0,1
22,Male,92,75,Civil,0,8,0,1
19,Male,87,93,Computer Science,0,7,1,0
20,Male,86,70,Computer Science,0,8,0,1
20,Female,77,93,Mechanical,1,7,0,0
22,Female,77,87,Computer Science,1,8,0,1
22,Male,84,78,Information Technology,0,6,0,0
19,Male,85,92,Computer Science,1,8,0,1
20,Female,72,91,Electrical,3,6,1,0
20,Male,96,66,Civil,0,8,0,1
19,Male,79,84,Mechanical,1,7,0,0
22,Male,93,68,Computer Science,1,6,0,0
19,Male,73,86,Mechanical,1,8,0,1
21,Male,70,86,Electrical,1,6,0,0
21,Male,85,85,Mechanical,0,8,0,1
20,Male,94,78,Computer Science,0,6,0,0
20,Male,80,79,Mechanical,1,6,0,0
20,Male,87,74,Computer Science,1,8,0,1
20,Male,89,88,Mechanical,2,6,0,1
20,Male,89,74,Computer Science,0,7,1,0
20,Male,76,71,Computer Science,0,6,0,0
20,Male,89,66,Computer Science,0,6,0,0
21,Male,91,79,Computer Science,1,8,0,1
20,Male,80,69,Electronics And Communication,1,6,1,0
20,Female,95,83,Civil,1,7,0,0
19,Male,90,89,Electronics And Communication,1,7,0,1
19,Female,95,67,Electronics And Communication,0,8,0,1
19,Male,89,84,Electronics And Communication,1,7,1,0
21,Female,89,81,Information Technology,0,6,0,0
22,Male,88,84,Electrical,1,7,1,0
22,Male,79,74,Mechanical,1,6,0,0
21,Male,90,67,Mechanical,0,6,1,0
20,Male,96,75,Information Technology,0,7,1,0
22,Male,85,94,Mechanical,1,7,0,0
22,Male,74,67,Civil,0,8,0,1
22,Female,73,89,Electronics And Communication,0,6,0,0
19,Male,84,80,Mechanical,0,7,0,0
22,Male,87,89,Electronics And Communication,1,6,0,0
19,Male,86,67,Civil,0,6,0,0
22,Male,93,71,Information Technology,2,8,0,1
20,Male,84,85,Computer Science,1,8,0,1
20,Male,83,67,Electronics And Communication,0,6,0,0
19,Male,94,80,Civil,1,7,0,0
22,Male,93,66,Information Technology,0,8,1,1
21,Male,74,82,Electrical,1,8,0,1
21,Male,83,69,Civil,0,7,1,0
22,Male,76,82,Mechanical,0,6,1,0
20,Male,73,90,Information Technology,0,8,0,1
19,Female,87,68,Mechanical,1,6,0,0
22,Female,73,81,Computer Science,2,7,0,0
